Date,Stock_name,Transaction_price,Event,Total_unit,Net_worth
2020-07-08,SAIL.BO,880897.2169761658,Sell,498386.0,16737055.4574564
2020-07-17,YESBANK.NS,0,Buy,909622.0,16737055.4574564
2020-07-17,YESBANK.NS,900525.7453006745,Sell,909622.0,17110000.16516247
2020-07-28,YESBANK.NS,0,Buy,1541441.0,17110000.16516247
2020-07-28,YESBANK.NS,917157.3655993462,Sell,1541441.0,17425994.42353697
2020-07-31,LAURUSLABS.NS,0,Buy,105612.0,17425994.42353697
2020-07-31,LAURUSLABS.NS,985623.9577697754,Sell,105612.0,18726869.621162705
2020-08-03,TATAMOTORS.NS,0,Buy,181814.0,18726869.621162705
2020-08-03,TATAMOTORS.NS,1027703.6627426147,Sell,181814.0,19526397.213272385
2020-08-04,RELIANCE.NS,0,Buy,9663.0,19526397.213272385
2020-08-04,RELIANCE.NS,1039062.4371826173,Sell,9663.0,19743525.9556552
2020-08-07,JSWENERGY.BO,0,Buy,434879.0,19743525.9556552
2020-08-07,JSWENERGY.BO,1046971.2256786347,Sell,434879.0,19892471.979976565
2020-08-10,LAURUSLABS.NS,0,Buy,96191.0,19892471.979976565
2020-08-10,LAURUSLABS.NS,1082100.6809196472,Sell,96191.0,20560085.823898226
2020-08-17,NTPC.NS,0,Buy,229978.0,20560085.823898226
2020-08-17,NTPC.NS,1095845.205091858,Sell,229978.0,20821111.16972495
2020-08-18,YESBANK.NS,0,Buy,1476674.0,20821111.16972495
2020-08-18,YESBANK.NS,1111197.1990826607,Sell,1476674.0,21112753.988989074
2020-08-20,NTPC.NS,0,Buy,223179.0,21112753.988989074
2020-08-20,NTPC.NS,1128169.8279727937,Sell,223179.0,21435247.66101628
2020-08-21,LAURUSLABS.NS,0,Buy,99439.0,21435247.66101628
2020-08-21,LAURUSLABS.NS,1134449.8223960877,Sell,99439.0,21554723.689312942
2020-09-01,JSWSTEEL.NS,0,Buy,79891.0,21554723.689312942
2020-09-01,JSWSTEEL.NS,1145636.8912384033,Sell,79891.0,21767233.79807454
2020-09-10,RELIANCE.NS,0,Buy,9970.0,21767233.79807454
2020-09-10,RELIANCE.NS,1153529.0,Sell,9970.0,21918776.824441727
2020-09-14,GSPL.NS,0,Buy,108134.0,21918776.824441727
2020-09-14,GSPL.NS,1160548.1220001222,Sell,108134.0,22050429.672442827
2020-09-18,DRREDDY.NS,0,Buy,4410.0,22050429.672442827
2020-09-18,DRREDDY.NS,1176003.6965332031,Sell,4410.0,22344499.906573687
2020-09-28,LAURUSLABS.NS,0,Buy,82452.0,22344499.906573687
2020-09-28,LAURUSLABS.NS,1204500.0973571779,Sell,82452.0,22885509.756360065
2020-10-05,LAURUSLABS.NS,0,Buy,82619.0,22885509.756360065
2020-10-05,LAURUSLABS.NS,1220695.725,Sell,82619.0,23193265.531360064
2020-10-16,JSWSTEEL.NS,0,Buy,79565.0,23193265.531360064
2020-10-16,JSWSTEEL.NS,1237434.613937378,Sell,79565.0,23511325.696170244
2020-11-05,SAIL.BO,0,Buy,666043.0,23511325.696170244
2020-11-05,SAIL.BO,1273807.2375,Sell,666043.0,24202345.816820726
2020-11-11,LAURUSLABS.NS,0,Buy,96041.0,24202345.816820726
2020-11-11,LAURUSLABS.NS,1355378.6125,Sell,96041.0,25752207.454320725
2020-11-18,TATAMOTORS.NS,0,Buy,162116.0,25752207.454320725
2020-11-18,TATAMOTORS.NS,1406356.3,Sell,162116.0,26720849.564843185
2020-11-26,SAIL.BO,0,Buy,621415.0,26720849.564843185
